0.3,0,0.295000667535
0.5,0,-0.00878381096437
0.4,0,-0.00878381096437
0.5,0,0.0187506097208
0.4,1,0.0187506097208
0.5,1,0.028587264292
0.3,0,0.028587264292
0.339050469357,0,-0.00577116809527
0.1,0,-0.00577116809527
0.2,0,0.0261946409964
0.4,0,0.0261946409964
0.5,0,0.0194111379462
0.7,0,0.0194111379462
0.139559505235,0,0.0341451253835
0.4,0,0.0341451253835
0.4,1,-0.0103105105483
0.5,0,-0.0103105105483
0.1,0,0.0305713952925
0.4,0,0.0305713952925
0.2,0,0.032181584516
0.2,1,0.032181584516
0.8,1,0.130883111709
0.2,1,0.0374515854046
0.0,0,0.0987061118338
0.1,0,0.0242917030707
0.4,0,0.0242917030707
0.210598993826,0,0.0344627397955
0.5,0,0.0344627397955
0.1,1,0.214163463035
0.6,1,-0.0202438768784
0.3,0,-0.0202438768784
0.6,0,0.0540491095127
0.3,0,0.0270245547564
0.0,0,0.0270245547564
0.2,0,0.0175131851362
0.7,0,0.0175131851362
0.5,0,-0.00396231352481
0.6,1,-0.00396231352481
0.3,1,-0.0110212620871
0.3,1,-0.0110212620871
0.4,1,-0.00824480856415
0.4,1,-0.00824480856415
0.6,1,0.0106312997841
0.1,0,0.0106312997841
0.4,0,-0.016091878416
0.2,0,-0.016091878416
0.6,0,0.0195128760376
0.4,0,0.0195128760376
0.2,0,-0.00907794148458
0.3,0,-0.00907794148458
0.136962690858,0,0.00979523367865
0.0,0,0.00979523367865
0.5,1,-0.00534107983212
0.5,0,-0.00534107983212
0.8,0,-0.00824555549812
0.6,0,-0.00824555549812
0.4,0,0.0513602301855
0.4,1,0.0513602301855
0.210598993826,0,0.032588322736
0.4,0,0.032588322736
0.5,1,0.0497976460599
0.6,1,0.0497976460599
0.4,0,0.0420942946803
0.7,0,0.0420942946803
0.7,0,0.00979523367865
0.0,0,0.00979523367865
0.3,1,0.0107295228364
0.4,0,0.0107295228364
0.5,0,0.0513602301855
0.8,1,0.0513602301855
0.5,0,0.00124686714002
0.1,0,0.00124686714002
0.5,0,-0.00499163692323
0.5,0,-0.00499163692323
0.3,0,-0.0455232585893
0.5,0,0.00363966218657
0.2,0,0.00363966218657
0.7,1,0.0138620694502
0.5,0,0.0138620694502
0.5,0,-0.000352280144906
0.6,0,-0.000352280144906
0.2,1,-0.0504890792361
0.6,1,-0.0157043435788
0.7,0,-0.00538696417056
0.3,0,0.00649420170789
0.7,0,-0.0404964382468
0.0,0,-0.0150973226594
0.3,0,-0.0150973226594
0.4,0,0.0114628990454
0.1,0,0.0114628990454
0.3,0,-0.0132780802835
0.3,0,-0.0132780802835
0.1,0,-0.024100920783
0.2,0,-0.024100920783
0.6,0,-0.024100920783
1.0,1,0.0135257113586
0.4,0,0.0230659488879
0.2,0,0.0230659488879
0.7,1,-0.00902081032636
0.6,1,-0.00902081032636
0.4,1,-0.00476399942366
0.5,0,-0.00476399942366
0.5,1,-0.00476399942366
0.3,1,-0.00870892256434
0.1,1,-0.00870892256434
0.6,1,-0.00870892256434
